gvkey,fs_month
126029,A-Dec
126030,A-Sep
126036,A-Jun
126039,A-Sep
126040,A-Dec
126046,A-Dec
126052,A-Dec
126056,A-Dec
126122,A-Dec
126136,A-Dec
126137,A-Dec
126140,A-Dec
126154,A-Dec
126174,A-Aug
126175,A-Aug
126176,A-Aug
126194,A-Aug
126214,A-Aug
126234,A-Aug
126254,A-Aug
126274,A-Aug
126294,A-Dec
126295,A-Jun
126297,A-Dec
126298,A-Dec
126314,A-Dec
126317,A-Dec
126318,A-Dec
126320,A-Mar
126322,A-Dec
126334,A-Sep
126354,A-Sep
126355,A-Sep
126356,A-Sep
126374,A-Sep
126375,A-Sep
126394,A-Sep
126395,A-Sep
126414,A-Sep
126416,A-Dec
126417,A-Apr
126420,A-Dec
126423,A-Dec
126424,A-Dec
126434,A-Dec
126454,A-Mar
126459,A-Mar
126461,A-Dec
126462,A-Dec
126474,A-Dec
126495,A-Dec
126496,A-Dec
126497,A-Mar
126498,A-Dec
126514,A-Dec
126554,A-Oct
126555,A-Dec
126596,A-Dec
126597,A-Dec
126599,A-Dec
126600,A-Dec
126601,A-Dec
126614,A-Dec
126615,A-Apr
126616,A-Dec
126620,A-Dec
126621,A-Dec
126623,A-Dec
126654,A-May
126694,A-Dec
126697,A-Dec
126714,A-Dec
126715,A-Jan
126716,A-Jun
126717,A-Dec
126719,A-Dec
126720,A-Dec
126721,A-Dec
126734,A-Dec
126769,A-Sep
126772,A-Dec
126773,A-Dec
126775,A-Dec
126778,A-Jun
126794,A-Sep
126797,A-Feb
126814,A-Sep
126836,A-Dec
126874,A-Jun
126875,A-Dec
126894,A-Dec
126895,A-Dec
126914,A-Dec
126934,A-Dec
126954,A-Dec
126976,A-Dec
126977,A-Dec
126994,A-Mar
127034,A-Jul
127054,A-Jun
127075,A-Dec
127076,A-Dec
127094,A-Dec
127114,A-Dec
127158,A-Dec
127174,A-Dec
127177,A-May
127179,A-Jun
127180,A-Dec
127194,A-Dec
127214,A-Dec
127234,A-Jun
127254,A-Jun
127274,A-Dec
127275,A-Dec
127279,A-Dec
127281,A-Dec
127282,A-Jul
127316,A-Dec
127354,A-Dec
127376,A-Dec
127377,A-Dec
127378,A-Dec
127381,A-Dec
127382,A-Dec
127383,A-Apr
127384,A-Dec
127386,A-Aug
127399,A-Dec
127414,A-Dec
127435,A-Dec
127436,A-Dec
127437,A-Sep
127439,A-Dec
127455,A-Dec
127456,A-Dec
127462,A-Jan
127464,A-Dec
127475,A-Dec
127477,A-Dec
127479,A-Dec
127480,A-Mar
127481,A-Dec
127482,A-Dec
127484,A-Dec
127485,A-Dec
127486,A-Dec
127494,A-Dec
127514,A-Sep
127534,A-Dec
127535,A-Dec
127539,A-Dec
127541,A-Sep
127574,A-Dec
127575,A-Dec
127614,A-Dec
127637,A-Dec
127641,A-Dec
127642,A-Sep
127644,A-Dec
127655,A-Dec
127659,A-Dec
127674,A-Dec
127675,A-Dec
127736,A-Dec
127754,A-Sep
127774,A-Dec
127775,A-Dec
127776,A-Dec
127797,A-Dec
127799,A-Dec
127840,A-Dec
127841,A-Jun
127922,A-Oct
127945,A-Dec
127958,A-Dec
127959,A-Sep
127962,A-Dec
128019,A-Sep
128021,A-May
128041,A-Mar
128098,A-Dec
128099,A-Dec
128121,A-Oct
128178,A-Dec
128198,A-Dec
128218,A-Dec
128219,A-Dec
128238,A-Aug
128258,A-Dec
128278,A-Jun
128279,A-Feb
128339,A-Oct
128358,A-Sep
128378,A-Dec
128379,A-Dec
128398,A-Dec
128399,A-Jun
128400,A-Dec
128418,A-Oct
128419,A-Dec
128438,A-Dec
128458,A-Nov
128459,A-Dec
128498,A-Dec
128518,A-Aug
128538,A-Jun
128541,A-Dec
128559,A-Dec
128560,A-Dec
128599,A-Dec
128600,A-Dec
128618,A-Dec
128620,A-Jan
128659,A-Dec
128663,A-Dec
128678,A-Dec
128679,A-Dec
128698,A-Jun
128718,A-Mar
128740,A-Dec
128758,A-Dec
128759,A-Dec
128761,A-May
128762,A-Dec
128763,A-Dec
128764,A-Dec
128765,A-Dec
128978,A-Dec
129078,A-Dec
129083,A-Jun
129085,A-Jan
129087,A-Dec
129098,A-Dec
129118,A-Dec
129120,A-Dec
129138,A-Mar
129418,A-Dec
129419,A-Dec
129438,A-Mar
129442,A-Dec
129466,A-Dec
129467,A-Jun
129469,A-Jul
129470,A-Dec
129471,A-Oct
129472,A-Dec
129518,A-Dec
129519,A-Dec
129623,A-Mar
129624,A-Dec
129626,A-Dec
129628,A-Jan
129629,A-Dec
129631,A-Dec
129632,A-Dec
129823,A-Dec
129839,A-Dec
129840,A-Dec
129848,A-Dec
129849,A-Dec
129850,A-Dec
129851,A-Dec
129882,A-Dec
129940,A-Dec
130041,A-Dec
130043,A-Dec
130048,A-Dec
130049,A-Mar
130138,A-Dec
130199,A-Mar
130200,A-Dec
130203,A-Sep
130278,A-Dec
130298,A-Dec
130303,A-Dec
130305,A-Dec
130307,A-Mar
130318,A-Dec
130338,A-Dec
130380,A-Sep
130398,A-Dec
130399,A-Dec
130400,A-Dec
130402,A-Jan
130419,A-Jun
130421,A-Dec
130498,A-Dec
130519,A-Dec
130520,A-Dec
130525,A-Dec
130598,A-Dec
130618,A-Dec
130638,A-Sep
130763,A-Dec
130766,A-Dec
130767,A-Dec
131421,A-Dec
131423,A-Mar
131425,A-Dec
131426,A-Dec
132358,A-Dec
132361,A-Dec
132366,A-Dec
132367,A-Dec
132369,A-Jan
132405,A-Jun
132406,A-Dec
132407,A-Dec
132479,A-Dec
132482,A-Dec
132498,A-Dec
132502,A-May
132503,A-Dec
132504,A-Dec
132518,A-Dec
132519,A-Dec
132523,A-Dec
132524,A-Dec
132525,A-Dec
132538,A-Dec
132539,A-Dec
132558,A-Dec
132598,A-Sep
132599,A-Dec
132600,A-Dec
132602,A-Oct
132605,A-Dec
132641,A-Dec
132643,A-Jun
132644,A-Mar
132678,A-Mar
132698,A-Sep
132700,A-Dec
132701,A-Dec
132702,A-Dec
132718,A-Dec
132738,A-Jun
132740,A-Sep
132742,A-Dec
132758,A-Dec
132799,A-Dec
132800,A-Sep
132802,A-Nov
132978,A-Dec
132980,A-Dec
132986,A-Dec
132987,A-Dec
132988,A-Dec
133004,A-Apr
133044,A-Oct
133045,A-Dec
133050,A-Dec
133104,A-Dec
133164,A-Dec
133166,A-Jun
133170,A-Dec
133184,A-Dec
133186,A-Dec
133204,A-Dec
133205,A-Dec
133245,A-Sep
133246,A-Dec
133247,A-Apr
133249,A-Jan
133264,A-Dec
133284,A-Mar
133286,A-Dec
133288,A-Dec
133289,A-Dec
133304,A-Dec
133324,A-Dec
133325,A-Dec
133326,A-Dec
133327,A-Dec
133328,A-Dec
133346,A-Dec
133364,A-Jun
133365,A-Dec
133366,A-Dec
133367,A-Sep
133369,A-Dec
133404,A-Dec
133424,A-Dec
133425,A-Dec
133428,A-Jun
133430,A-Jun
133432,A-Dec
133444,A-Dec
133468,A-Dec
133469,A-Dec
133471,A-May
133504,A-Dec
133524,A-Dec
133525,A-Dec
133547,A-Dec
133564,A-Dec
133584,A-Dec
133604,A-Dec
133644,A-Dec
133665,A-Dec
133685,A-Dec
133724,A-Dec
133726,A-Sep
133727,A-Dec
133728,A-Dec
133729,A-Dec
133730,A-Sep
133731,A-Dec
133764,A-Jun
133766,A-Dec
133767,A-Jan
133768,A-Dec
133769,A-Jan
133784,A-Dec
133786,A-Dec
133804,A-Dec
133824,A-Jun
133825,A-Dec
133844,A-Dec
133865,A-Dec
133866,A-Dec
133867,A-Dec
133868,A-Dec
133869,A-Dec
133870,A-Dec
133871,A-Dec
133885,A-Dec
133886,A-Dec
133888,A-May
133905,A-Dec
133945,A-Dec
133947,A-Dec
133949,A-Jun
133964,A-Dec
133985,A-Dec
133986,A-Dec
133987,A-Dec
133988,A-Dec
134004,A-Dec
134025,A-Dec
134026,A-Dec
134031,A-Dec
134084,A-Dec
134104,A-Dec
134124,A-Dec
134125,A-Dec
134144,A-Dec
134164,A-Dec
134224,A-Apr
134267,A-Dec
134305,A-Dec
134308,A-Dec
134364,A-Dec
134384,A-Dec
134404,A-Dec
134424,A-Dec
134447,A-Dec
134448,A-Dec
134451,A-Dec
134452,A-Dec
134453,A-Dec
134464,A-Aug
134484,A-Dec
134584,A-Mar
134604,A-Dec
134605,A-Dec
134625,A-Nov
134644,A-Jun
134645,A-Dec
134664,A-Dec
134685,A-Dec
134704,A-Dec
134724,A-Dec
134744,A-Dec
134764,A-Sep
134765,A-Dec
134784,A-Dec
134804,A-Dec
134826,A-Dec
134845,A-Dec
134869,A-Dec
134870,A-Dec
134932,A-Dec
134938,A-Dec
134944,A-Dec
134964,A-Dec
134965,A-Dec
134984,A-Dec
135004,A-Dec
135024,A-Dec
135044,A-Dec
135064,A-Dec
135145,A-Dec
135165,A-Dec
135184,A-Oct
135226,A-Dec
135245,A-Dec
135247,A-Dec
135249,A-Dec
135264,A-Dec
135345,A-Dec
135346,A-Mar
135401,A-Dec
135409,A-Jun
135425,A-Dec
135484,A-Dec
135527,A-Dec
135544,A-Aug
135669,A-Dec
135684,A-Jun
135686,A-Dec
135705,A-Dec
135784,A-Dec
135787,A-Jun
135788,A-Dec
135804,A-Jun
135805,A-Dec
135824,A-Dec
135844,A-Sep
135864,A-Dec
135865,A-Dec
135914,A-Dec
135945,A-Dec
135965,A-Dec
135966,A-Dec
135986,A-Dec
135990,A-Dec
136009,A-Dec
136044,A-Dec
136146,A-Mar
136186,A-Dec
136244,A-Dec
136264,A-Dec
136265,A-Dec
136266,A-Dec
136267,A-Dec
136287,A-Dec
136306,A-Dec
136307,A-Dec
136310,A-Dec
136364,A-Mar
136384,A-Mar
136404,A-Mar
136424,A-Mar
136444,A-Mar
136445,A-Apr
136464,A-Apr
136484,A-Apr
136504,A-Apr
136524,A-Mar
136544,A-Mar
136564,A-Mar
136584,A-Mar
136604,A-Mar
136645,A-Jun
136646,A-Dec
136647,A-Apr
136648,A-Dec
136664,A-Dec
136684,A-Dec
136704,A-Dec
136705,A-Dec
136724,A-Dec
136725,A-Dec
136727,A-Dec
136804,A-Dec
136806,A-Dec
136807,A-Dec
136824,A-Dec
136825,A-Dec
136827,A-Dec
136828,A-Mar
136830,A-Apr
136847,A-Dec
136864,A-Dec
136884,A-Dec
136904,A-Apr
136905,A-Apr
136906,A-Apr
136907,A-Apr
136924,A-Apr
136944,A-Apr
136945,A-Apr
136946,A-Apr
136947,A-Apr
136948,A-Apr
136964,A-Apr
137004,A-Mar
137024,A-Dec
137064,A-Dec
137066,A-Dec
137067,A-Jun
137069,A-Dec
137110,A-Dec
137130,A-Dec
137131,A-Dec
137132,A-Dec
137135,A-Dec
137137,A-Dec
137139,A-Dec
137141,A-Dec
137143,A-Dec
137150,A-Dec
137170,A-Dec
137171,A-Aug
137230,A-Oct
137232,A-Dec
137252,A-Dec
137290,A-Dec
137292,A-Apr
137310,A-Jan
137351,A-Dec
137352,A-Dec
137357,A-Dec
137370,A-Dec
137371,A-Dec
137374,A-Dec
137376,A-Dec
137377,A-Aug
137378,A-Dec
137390,A-Dec
137394,A-Mar
137410,A-Dec
137430,A-Dec
137432,A-Jun
137433,A-Dec
137434,A-Dec
137435,A-Dec
137436,A-Dec
137470,A-Dec
137511,A-Dec
137512,A-Dec
137530,A-Dec
137531,A-Sep
137533,A-Dec
137534,A-Dec
137572,A-Dec
137576,A-Jun
137577,A-Jun
137579,A-Jun
137580,A-Dec
137600,A-Apr
137602,A-Dec
137608,A-Dec
137609,A-Dec
137611,A-Dec
137612,A-Dec
137641,A-Sep
137642,A-Dec
137660,A-Apr
137662,A-Dec
137667,A-Dec
137668,A-Dec
137680,A-Aug
137704,A-Apr
137705,A-Jul
137720,A-Dec
137722,A-Dec
137801,A-Dec
137803,A-Dec
137820,A-Dec
137840,A-Dec
137861,A-Dec
137864,A-Dec
137874,A-Dec
137881,A-Dec
137882,A-Dec
137883,A-Dec
137884,A-Dec
137943,A-Dec
137944,A-Dec
137960,A-Aug
138000,A-Dec
138002,A-Dec
138003,A-Mar
138004,A-Dec
138005,A-Dec
138020,A-Dec
138121,A-Dec
138122,A-Dec
138123,A-Dec
138124,A-Jun
138125,A-Dec
138126,A-Dec
138127,A-Dec
138128,A-Dec
138129,A-Dec
138131,A-Dec
138143,A-Jun
138181,A-Sep
138201,A-Dec
138202,A-Dec
138203,A-Dec
138205,A-Dec
138241,A-Mar
138242,A-Mar
138243,A-Mar
138261,A-Mar
138262,A-Mar
138263,A-Mar
138264,A-Mar
138265,A-Mar
138266,A-Mar
138267,A-Aug
138302,A-Sep
138309,A-Dec
138321,A-Dec
138341,A-Dec
138342,A-Dec
138343,A-Dec
138344,A-Dec
138345,A-Dec
138346,A-Sep
138347,A-Dec
138381,A-Dec
138402,A-Mar
138404,A-Dec
138441,A-Dec
138462,A-Feb
138464,A-Dec
138465,A-Dec
138466,A-Dec
138467,A-Jun
138469,A-Dec
138470,A-Dec
138483,A-Dec
138485,A-Mar
138486,A-Dec
138487,A-May
138489,A-Dec
138490,A-Dec
138501,A-Dec
138521,A-Dec
138601,A-Dec
138602,A-Dec
138603,A-Dec
138605,A-Jun
138608,A-Dec
138609,A-Dec
138610,A-Mar
138611,A-Mar
138612,A-Mar
138613,A-Dec
138621,A-Dec
138641,A-Dec
138662,A-Dec
138663,A-Mar
138681,A-Mar
138701,A-Dec
138703,A-Dec
138704,A-Dec
138705,A-Dec
138706,A-Dec
138707,A-Dec
138741,A-Dec
138743,A-Dec
138744,A-Mar
138747,A-Dec
138781,A-Dec
138843,A-Dec
138861,A-Dec
138881,A-Dec
138901,A-Dec
138904,A-Dec
138921,A-Dec
138924,A-Dec
138925,A-Dec
138943,A-Dec
138961,A-Dec
138981,A-Dec
139001,A-Dec
139025,A-Dec
139064,A-Sep
139129,A-Dec
139130,A-Dec
139133,A-Dec
139134,A-Dec
139137,A-Dec
139201,A-Dec
139225,A-Dec
139227,A-Dec
139301,A-Dec
139381,A-Dec
139401,A-Dec
139501,A-Dec
139526,A-Apr
139662,A-Sep
139665,A-Dec
139705,A-Dec
139721,A-Dec
139742,A-Dec
139746,A-Dec
139749,A-Sep
139801,A-Dec
139803,A-Dec
139804,A-Dec
139922,A-Dec
139926,A-Dec
139984,A-Dec
139985,A-Dec
140023,A-Dec
140024,A-Dec
140027,A-Dec
140029,A-Dec
140030,A-Jun
140032,A-Dec
140033,A-Dec
140042,A-Dec
140043,A-Dec
140044,A-Dec
140045,A-Dec
140046,A-Mar
140049,A-Dec
140050,A-Dec
140061,A-Dec
140062,A-Dec
140063,A-Dec
140065,A-Dec
140067,A-Dec
140071,A-Dec
140072,A-Jun
140073,A-Dec
140081,A-Dec
140164,A-Nov
140169,A-Dec
140170,A-Dec
140182,A-Apr
140187,A-Dec
140191,A-Jan
140194,A-Dec
140202,A-Mar
140206,A-Mar
140207,A-Dec
140226,A-May
140228,A-Dec
140229,A-Dec
140231,A-Dec
140238,A-Dec
140242,A-Jun
140246,A-Jan
140249,A-Dec
140261,A-Aug
140363,A-Dec
140372,A-Oct
140386,A-Jan
140387,A-Sep
140391,A-Dec
140399,A-Sep
140421,A-Dec
140441,A-Dec
140445,A-Dec
140447,A-Dec
140461,A-Jun
140481,A-Jun
140482,A-Jun
140483,A-Jun
140501,A-Jun
140502,A-Jun
140522,A-Dec
140527,A-Mar
140528,A-Dec
140529,A-Dec
140541,A-Jun
140561,A-Dec
140565,A-Dec
140566,A-Dec
140569,A-Dec
140601,A-Jun
140602,A-Jun
140614,A-Nov
140621,A-Jun
140625,A-Dec
140633,A-Jul
140640,A-Sep
140669,A-Dec
140672,A-Dec
140674,A-Dec
140676,A-Dec
140679,A-Dec
140717,A-Dec
140722,A-Dec
140725,A-Sep
140736,A-Dec
140743,A-Dec
140756,A-Dec
140757,A-Dec
140758,A-Dec
140759,A-Dec
140761,A-Dec
140796,A-Dec
140797,A-Dec
140798,A-Dec
140800,A-Dec
140837,A-Dec
140857,A-Mar
140876,A-Dec
140896,A-Dec
140897,A-Dec
140898,A-Dec
140899,A-Dec
140900,A-Dec
140901,A-Dec
140902,A-Dec
140903,A-Dec
140904,A-Dec
140905,A-Dec
140906,A-Dec
140907,A-Dec
140908,A-Dec
140909,A-Dec
140910,A-Dec
140916,A-Dec
140938,A-Dec
140962,A-Dec
140976,A-Apr
140977,A-Dec
140978,A-Mar
140979,A-Dec
140980,A-Dec
140982,A-Dec
140983,A-Dec
140998,A-Jun
140999,A-Dec
141000,A-Sep
141001,A-Jan
141006,A-Dec
141007,A-Sep
141009,A-Dec
141023,A-Dec
141037,A-Mar
141038,A-Apr
141044,A-Dec
141057,A-Dec
141076,A-Dec
141097,A-Dec
141098,A-Dec
141099,A-Sep
141136,A-Dec
141137,A-Dec
141138,A-Dec
141156,A-Dec
141158,A-Jun
141178,A-Dec
141196,A-Dec
141197,A-Jun
141198,A-Dec
141200,A-Dec
141203,A-Feb
141216,A-Nov
141218,A-Mar
141236,A-Dec
141239,A-Dec
141241,A-Dec
141243,A-Dec
141276,A-Dec
141277,A-Dec
141278,A-Dec
141279,A-May
141280,A-Dec
141306,A-Dec
141309,A-Dec
141310,A-Dec
141319,A-Dec
141321,A-Sep
141339,A-Dec
141356,A-Apr
141357,A-Dec
141359,A-May
141361,A-Dec
141362,A-Dec
141363,A-Dec
141364,A-Dec
141365,A-Apr
141369,A-Jan
141376,A-Dec
141378,A-Dec
141379,A-Sep
141380,A-Dec
141381,A-Dec
141382,A-Dec
141383,A-Dec
141384,A-Dec
141385,A-Sep
141386,A-Dec
141387,A-Dec
141388,A-Dec
141389,A-Dec
141390,A-Dec
141397,A-Dec
141441,A-Dec
141456,A-Dec
141457,A-Dec
141458,A-Dec
141459,A-Dec
141460,A-Dec
141461,A-Dec
141462,A-Dec
141463,A-Dec
141464,A-Dec
141467,A-Dec
141468,A-Dec
141469,A-Dec
141496,A-Dec
141497,A-Dec
141516,A-Mar
141523,A-Dec
141536,A-Dec
141562,A-Jun
141577,A-Jun
141597,A-Dec
141636,A-Dec
141638,A-Dec
141641,A-Dec
141642,A-Dec
141663,A-Dec
141665,A-Dec
141667,A-Dec
141672,A-Dec
141680,A-Dec
141721,A-Aug
141740,A-Dec
141760,A-Dec
141781,A-Dec
141800,A-Dec
141810,A-Dec
141816,A-Dec
141840,A-Dec
141841,A-Dec
141842,A-Dec
141843,A-Dec
141844,A-Dec
141845,A-Sep
141846,A-Dec
141847,A-Dec
141849,A-Dec
141850,A-Dec
141858,A-Dec
141859,A-Dec
141861,A-Sep
141881,A-Dec
141887,A-Dec
141913,A-May
141915,A-Dec
141957,A-Jan
141964,A-Jul
141967,A-Dec
141982,A-Dec
141984,A-Dec
142003,A-Dec
142023,A-Dec
142024,A-Dec
142027,A-Dec
142045,A-Oct
142064,A-May
142069,A-May
142088,A-Dec
142092,A-May
142093,A-May
142096,A-Dec
142106,A-Dec
142107,A-Feb
142108,A-Jul
142129,A-Jan
142130,A-Jul
142131,A-May
142149,A-Dec
142155,A-Sep
142171,A-Dec
142173,A-Dec
142188,A-Apr
142208,A-Dec
142212,A-Dec
142230,A-Dec
142248,A-Dec
142251,A-Mar
142253,A-Dec
142254,A-Dec
142260,A-Dec
142276,A-Dec
142279,A-Dec
142281,A-Mar
142318,A-Dec
142336,A-Dec
142337,A-Dec
142339,A-Dec
142380,A-Dec
142381,A-Sep
142382,A-Dec
142384,A-Dec
142385,A-Dec
142390,A-Feb
142391,A-Dec
142443,A-Dec
142445,A-Dec
142459,A-Dec
142461,A-Dec
142462,A-Dec
142463,A-Dec
142464,A-Dec
142465,A-Dec
142466,A-Dec
142467,A-Dec
142499,A-Feb
142501,A-Jul
142519,A-Dec
142540,A-Dec
142546,A-Dec
142568,A-Jun
142587,A-Dec
142588,A-Dec
142603,A-Sep
142606,A-Aug
142643,A-Dec
142646,A-Dec
142648,A-Dec
142714,A-Oct
142715,A-Dec
142731,A-Dec
142748,A-Dec
142753,A-Dec
142789,A-Jul
142792,A-Dec
142808,A-Sep
142810,A-Sep
142811,A-Dec
142812,A-Dec
142813,A-Mar
142814,A-Jun
142818,A-Dec
142822,A-Jun
142830,A-Dec
142831,A-Dec
142845,A-Nov
142852,A-Dec
142873,A-Dec
142906,A-Dec
142909,A-Dec
142926,A-Jul
142932,A-Dec
142934,A-Aug
142935,A-Jun
142936,A-Sep
142937,A-Jul
142938,A-Jun
142939,A-Oct
142945,A-Dec
142948,A-Dec
142949,A-Dec
142952,A-Sep
142953,A-Dec
142954,A-Dec
142955,A-Dec
142956,A-Dec
143012,A-Dec
143053,A-Dec
143073,A-Dec
143112,A-Jun
143153,A-Dec
143173,A-Dec
143176,A-Dec
143182,A-Dec
143217,A-Dec
143240,A-Dec
143277,A-Jan
143282,A-Dec
143283,A-Dec
143285,A-Dec
143297,A-Dec
143318,A-Dec
143336,A-Mar
143356,A-Dec
143357,A-Aug
143378,A-Dec
143381,A-Jun
143402,A-Dec
143403,A-Mar
143421,A-Dec
143441,A-Dec
143443,A-Dec
143444,A-Sep
143461,A-Dec
143463,A-Jun
143466,A-Dec
143467,A-Jun
143526,A-Dec
143527,A-Mar
143542,A-Dec
143582,A-Dec
143604,A-Jun
143605,A-Sep
143609,A-Dec
143625,A-Dec
143629,A-Dec
143630,A-Dec
143631,A-Dec
143632,A-Dec
143640,A-Dec
143664,A-Dec
143665,A-Dec
143667,A-Dec
143669,A-Jun
143689,A-Dec
143710,A-Dec
143712,A-May
143747,A-Dec
143754,A-Dec
143770,A-Dec
143788,A-Dec
143791,A-Dec
143807,A-Dec
143827,A-Dec
143832,A-Dec
143849,A-Feb
143851,A-Dec
143869,A-Mar
143870,A-Dec
143892,A-Dec
143910,A-Dec
143911,A-Aug
143912,A-Dec
143933,A-Dec
143952,A-Dec
143971,A-Dec
143972,A-Dec
143974,A-Dec
143989,A-Dec
143990,A-Jun
143992,A-Dec
143996,A-Jun
144009,A-Dec
144010,A-Dec
144018,A-Dec
144030,A-Dec
144040,A-Dec
144058,A-Dec
144062,A-Dec
144066,A-Sep
144076,A-Dec
144096,A-Apr
144097,A-Dec
144101,A-Mar
144103,A-Jul
144110,A-Dec
144115,A-Dec
144117,A-Dec
144119,A-Dec
144122,A-Dec
144123,A-Dec
144134,A-Dec
144135,A-May
144137,A-Dec
144139,A-Dec
144183,A-Mar
144214,A-Oct
144216,A-Dec
144217,A-Apr
144218,A-Apr
144219,A-Apr
144239,A-Dec
144258,A-Dec
144275,A-Jun
144296,A-Dec
144338,A-Dec
144343,A-Dec
144359,A-Dec
144375,A-Dec
144383,A-Dec
144395,A-Dec
144396,A-Dec
144397,A-Dec
144415,A-Sep
144416,A-Dec
144435,A-Dec
144436,A-Dec
144437,A-Dec
144455,A-May
144475,A-Dec
144476,A-Dec
144495,A-Jun
144496,A-Dec
144516,A-Jul
144517,A-Jul
144518,A-Jul
144519,A-Sep
144520,A-Dec
144535,A-Mar
144536,A-Mar
144537,A-Mar
144538,A-Mar
144559,A-Dec
144565,A-Dec
144567,A-Dec
144580,A-Dec
144620,A-Oct
144621,A-Oct
144622,A-Oct
144623,A-Oct
144624,A-Oct
144640,A-Dec
144641,A-Dec
144645,A-Dec
144646,A-Dec
144647,A-Dec
144648,A-Dec
144651,A-Dec
144727,A-Dec
144754,A-Dec
144755,A-Dec
144795,A-Dec
144808,A-Dec
144809,A-Dec
144821,A-Dec
144848,A-Dec
144887,A-Dec
144889,A-Dec
144927,A-Dec
144988,A-Dec
144989,A-Dec
144990,A-Dec
144998,A-Dec
145003,A-Dec
145024,A-Sep
145026,A-Sep
145027,A-Apr
145041,A-Dec
145042,A-Mar
145043,A-Dec
145046,A-Dec
145049,A-Jan
145060,A-Apr
145061,A-Sep
145080,A-Dec
145081,A-Dec
145083,A-Dec
145089,A-Dec
145104,A-Sep
145106,A-Jul
145108,A-Dec
145109,A-Dec
145160,A-Dec
145161,A-Sep
145162,A-Sep
145171,A-Dec
145186,A-Dec
145191,A-Dec
145206,A-Dec
145227,A-Dec
145228,A-Dec
145229,A-Dec
145230,A-Dec
145268,A-Dec
145269,A-Dec
145270,A-Dec
145273,A-Dec
145274,A-Dec
145287,A-Dec
145315,A-Apr
145347,A-Dec
145348,A-Dec
145349,A-Dec
145350,A-Dec
145367,A-Dec
145388,A-Dec
145407,A-Dec
145410,A-Jul
145411,A-May
145412,A-May
145413,A-Jul
145414,A-Oct
145415,A-Aug
145431,A-Dec
145451,A-Dec
145471,A-Dec
145472,A-Dec
145475,A-Dec
145512,A-Dec
145513,A-Sep
145515,A-Dec
145518,A-Dec
145536,A-Dec
145552,A-Dec
145553,A-Dec
145577,A-Apr
145616,A-Dec
145636,A-Sep
145657,A-Dec
145658,A-Nov
145701,A-Dec
145702,A-Dec
145703,A-Dec
145729,A-Dec
145766,A-Dec
145767,A-Dec
145768,A-Dec
145786,A-Aug
145787,A-Jul
145788,A-Mar
145790,A-Mar
145809,A-Dec
145810,A-Sep
145812,A-Dec
145817,A-Dec
145820,A-Dec
145831,A-Dec
145854,A-Dec
145872,A-Dec
145873,A-Mar
145875,A-Oct
145877,A-Jun
145882,A-Jun
145893,A-Dec
145911,A-Dec
145913,A-Jun
145914,A-Dec
145916,A-Dec
145918,A-Jun
145933,A-Mar
145935,A-Dec
145956,A-Dec
145971,A-Dec
145972,A-Dec
145973,A-Dec
145974,A-Dec
145976,A-Dec
145977,A-Dec
145979,A-Dec
145980,A-Sep
145981,A-Dec
145982,A-Dec
145984,A-Dec
145991,A-Dec
146017,A-Aug
146019,A-Dec
146020,A-Dec
146036,A-Dec
146037,A-Dec
146051,A-Dec
146071,A-Dec
146072,A-Dec
146073,A-Mar
146074,A-Dec
146077,A-Mar
146078,A-Mar
146079,A-Mar
146080,A-Mar
146082,A-May
146083,A-May
146111,A-Dec
146112,A-Dec
146114,A-Dec
146117,A-Dec
146119,A-Dec
146132,A-Oct
146133,A-Sep
146135,A-Jun
146136,A-Dec
146137,A-Dec
146138,A-Dec
146139,A-Dec
146140,A-Dec
146153,A-Dec
146155,A-Dec
146156,A-Dec
146171,A-Dec
146172,A-Apr
146176,A-Dec
146191,A-Dec
146194,A-Dec
146195,A-Jul
146196,A-Dec
146197,A-Jun
146199,A-Dec
146200,A-Jun
146204,A-Dec
146206,A-Dec
146211,A-Oct
146212,A-Dec
146213,A-Jun
146214,A-Dec
146215,A-Sep
146217,A-Oct
146271,A-Aug
146311,A-Dec
146313,A-Sep
146315,A-Jun
146331,A-Dec
146332,A-Dec
146334,A-Aug
146352,A-Dec
146354,A-Dec
146394,A-Dec
146395,A-Dec
146411,A-Dec
146413,A-Dec
146432,A-Dec
146451,A-Dec
146500,A-Dec
146520,A-Dec
146538,A-Oct
146543,A-Dec
146546,A-Dec
146547,A-Dec
146564,A-Dec
146567,A-Dec
146602,A-Dec
146603,A-Dec
146605,A-Dec
146607,A-Dec
146613,A-Dec
146616,A-Dec
146617,A-Dec
146619,A-Dec
146620,A-Dec
146630,A-Dec
146648,A-Dec
146651,A-Jun
146659,A-Dec
146668,A-Sep
146669,A-Sep
146688,A-Dec
146714,A-Dec
146734,A-Dec
146735,A-Dec
146736,A-Dec
146737,A-May
146774,A-Dec
146778,A-Jun
146843,A-Dec
146867,A-Sep
146885,A-Oct
146886,A-Oct
146887,A-Oct
147087,A-Dec
147101,A-Sep
147103,A-Dec
147175,A-Dec
147180,A-Dec
147183,A-Dec
147200,A-Dec
147201,A-Dec
147202,A-Dec
147203,A-Dec
147204,A-Dec
147208,A-Dec
147220,A-Dec
147222,A-Dec
147223,A-Sep
147226,A-Jun
147242,A-Jan
147245,A-Dec
147249,A-Sep
147262,A-Dec
147263,A-Dec
147288,A-Dec
147302,A-Dec
147303,A-Dec
147304,A-Feb
147305,A-Dec
147306,A-Dec
