,gvkey,linkprim,liid,linktype,lpermno,lpermco,usedflag,linkdt,linkenddt
386,001161,C,00X,NU,,,-1.0,1972-04-01,1972-10-30
387,001161,P,01,NU,,,-1.0,1972-10-31,1972-12-13
388,001161,P,01,LU,61241.0,211.0,1.0,1972-12-14,
389,001162,C,00X,NU,,,-1.0,1974-01-01,1978-10-05
390,001162,P,01,LU,11026.0,68.0,1.0,1978-10-06,1985-11-29
391,001163,C,01,NU,,,-1.0,1988-03-22,2008-03-31
392,001163,C,01,LU,11034.0,245.0,1.0,1982-01-29,1988-03-21
393,001164,C,00X,NR,,,-1.0,1974-01-01,1980-11-23
394,001164,P,01,NR,,,-1.0,1986-07-29,1986-08-21
395,001164,P,01,NR,,,-1.0,2002-07-30,2004-03-31
396,001164,J,01,NR,,,-1.0,2004-04-01,2004-04-30
397,001164,P,01,LC,11042.0,61.0,1.0,1980-11-24,1986-07-28
398,001164,P,01,LC,11042.0,61.0,1.0,1986-08-22,2002-07-29
399,001164,J,02,NR,,,-1.0,1999-10-29,2000-01-31
400,001164,P,10,NR,,,-1.0,2004-04-30,2004-07-13
401,001164,P,10,LC,90284.0,45424.0,1.0,2004-07-14,2006-01-06
402,001165,C,00X,NR,,,-1.0,1979-10-01,1981-04-13
403,001165,C,01,NR,,,-1.0,1988-04-28,
404,001165,C,01,LC,11069.0,85.0,1.0,1981-04-14,1988-04-27
405,001166,C,00X,NR,,,-1.0,1981-01-01,1981-05-11
406,001166,P,90,NR,,,-1.0,2015-08-21,
407,001166,P,90,LC,11077.0,374.0,1.0,1981-05-12,2015-08-20
408,001167,C,00X,NU,,,-1.0,1980-02-01,1982-01-03
409,001167,P,01,LU,11085.0,5260.0,1.0,1982-01-04,1982-10-29
410,001169,C,00X,NR,,,-1.0,1980-01-01,1983-09-21
411,001169,P,01,NR,,,-1.0,1988-11-23,1988-12-30
412,001169,P,01,LC,11114.0,6414.0,1.0,1983-09-22,1988-11-22
413,001170,C,00X,NR,,,-1.0,1983-07-01,1983-12-20
414,001170,C,00X,LN,11149.0,6737.0,-1.0,1983-12-21,1984-01-30
415,001170,P,01,LC,11149.0,6737.0,1.0,1984-01-31,1985-07-30
416,001171,C,00X,NR,,,-1.0,1984-04-01,1985-07-30
417,001171,P,01,LC,11149.0,6737.0,1.0,1985-07-31,1992-12-04
418,001172,C,00X,NU,,,-1.0,1981-09-01,1983-06-23
419,001172,C,01,LU,15916.0,321.0,1.0,1983-06-24,1986-12-31
420,001173,C,00X,LU,11157.0,376.0,1.0,1973-02-01,1975-02-27
421,001173,C,01,LU,11157.0,376.0,1.0,1975-02-28,2013-06-28
422,001174,C,00X,NR,,,-1.0,1960-06-01,1965-07-29
423,001174,C,01,NR,,,-1.0,1965-07-30,1972-12-13
424,001174,C,01,LC,11165.0,22254.0,1.0,1972-12-14,1979-12-31
425,001175,C,00X,NU,,,-1.0,1960-01-01,1966-04-28
426,001175,P,01,NU,,,-1.0,1966-04-29,1967-05-02
427,001175,P,01,LU,44396.0,24752.0,1.0,1967-05-03,1973-05-31
428,001177,C,00X,NR,,,-1.0,1959-01-01,1962-01-30
429,001177,P,01,NR,,,-1.0,1962-01-31,1968-09-23
430,001177,P,01,LC,46850.0,20026.0,1.0,1968-09-24,2000-12-13
431,001177,P,01,LC,88845.0,41072.0,1.0,2000-12-14,2018-11-30
432,001177,J,03,NR,,,-1.0,2001-06-29,2006-01-31
433,001178,C,00X,LU,11173.0,94.0,1.0,1974-01-01,1974-01-30
434,001178,P,01,LU,11173.0,94.0,1.0,1974-01-31,1992-11-30
435,001178,C,99X,NU,,,-1.0,1992-12-01,1993-04-30
436,001179,C,00X,LU,52310.0,25242.0,1.0,1974-01-01,1978-01-30
437,001179,P,01,LU,52310.0,25242.0,1.0,1978-01-31,1982-01-29
438,001179,C,99X,NU,,,-1.0,1982-01-30,1982-09-30
439,001180,C,00X,NU,,,-1.0,1966-01-01,1967-02-27
440,001180,P,01,NU,,,-1.0,1967-02-28,1970-05-13
441,001180,P,01,NU,,,-1.0,1985-02-22,1985-08-30
442,001180,P,01,LU,50569.0,25134.0,1.0,1970-05-14,1985-02-21
443,001181,C,00X,NR,,,-1.0,1973-01-01,1973-08-08
444,001181,P,01,NR,,,-1.0,1989-06-01,1989-06-07
445,001181,P,01,LC,57349.0,25566.0,1.0,1973-08-09,1989-05-31
446,001181,P,01,LC,75618.0,22086.0,1.0,1989-06-08,1993-10-01
447,001181,J,02,NR,,,-1.0,1988-08-31,1993-10-29
448,001182,C,00X,NU,,,-1.0,1969-07-01,1970-01-29
449,001182,P,01,NU,,,-1.0,1970-01-30,1972-12-13
450,001182,P,01,LU,57613.0,25577.0,1.0,1972-12-14,1984-09-28
451,001183,C,00X,NR,,,-1.0,1982-02-01,1983-06-07
452,001183,P,01,NR,,,-1.0,1998-03-10,2012-12-31
453,001183,P,01,LC,11181.0,6059.0,1.0,1983-06-08,1998-03-09
454,001184,C,00X,NR,,,-1.0,1976-05-01,1981-09-10
455,001184,P,01,NR,,,-1.0,1984-01-27,1984-02-29
456,001184,P,01,LC,11200.0,114.0,1.0,1981-09-11,1984-01-26
457,001186,C,00X,NR,,,-1.0,1973-01-01,1973-01-30
458,001186,P,01,NR,,,-1.0,1973-01-31,1982-10-31
459,001186,P,01,LC,78223.0,26174.0,1.0,1982-11-01,
460,001186,N,01C,NR,,,-1.0,1982-01-29,1982-10-31
461,001186,N,01C,LX,78223.0,26174.0,-1.0,1982-11-01,
462,001186,J,02,NR,,,-1.0,2002-11-29,2007-11-30
463,001188,C,00X,NU,,,-1.0,1977-10-01,1981-04-05
464,001188,P,01,LU,11229.0,10132.0,1.0,1981-04-06,1983-05-31
465,001192,C,00X,LU,17232.0,22758.0,1.0,1949-08-01,1962-01-30
466,001192,P,01,NU,,,-1.0,1978-12-09,1979-01-31
467,001192,P,01,LU,17232.0,22758.0,1.0,1962-01-31,1978-12-08
468,001194,C,00X,NR,,,-1.0,1971-01-01,1972-10-30
469,001194,P,01,NR,,,-1.0,1972-10-31,1972-12-13
470,001194,P,01,LU,56266.0,20028.0,1.0,1972-12-14,1998-10-30
471,001195,C,00X,LU,11253.0,9.0,1.0,1974-01-01,1978-01-30
472,001195,P,01,LU,11253.0,9.0,1.0,1978-01-31,1985-06-28
473,001196,C,00X,NU,,,-1.0,1967-01-01,1968-01-30
474,001196,P,01,LU,44820.0,24779.0,1.0,1968-01-31,1976-09-30
475,001197,C,00X,NU,,,-1.0,1961-01-01,1962-01-30
476,001197,C,01,NU,,,-1.0,1962-01-31,1963-04-22
477,001197,C,01,NU,,,-1.0,1995-07-15,2007-09-28
478,001197,C,01,LU,39116.0,20029.0,1.0,1963-04-23,1995-07-14
479,001199,C,00X,NU,,,-1.0,1973-03-01,1979-05-10
480,001199,C,01,NU,,,-1.0,1980-08-12,1982-12-31
481,001199,C,01,LU,11280.0,135.0,1.0,1979-05-11,1980-08-11
482,001200,C,00X,NR,,,-1.0,1966-07-01,1970-09-29
483,001200,P,01,NR,,,-1.0,1970-09-30,1972-12-13
484,001200,P,01,LC,11288.0,31.0,1.0,1972-12-14,1973-05-31
485,001201,C,00X,NU,,,-1.0,1974-01-01,1979-01-30
486,001201,P,01,LU,11296.0,330.0,1.0,1979-01-31,1988-12-30
487,001202,C,00X,NR,,,-1.0,1979-01-01,1981-07-08
488,001202,P,01,NR,,,-1.0,1983-08-25,1983-09-30
489,001202,P,01,LC,11309.0,39.0,1.0,1981-07-09,1983-08-24
490,001203,C,01,LU,61081.0,143.0,1.0,1973-01-31,2000-02-29
491,001204,C,00X,LU,11317.0,144.0,1.0,1973-08-01,1979-01-30
492,001204,C,01,NU,,,-1.0,1984-08-17,1985-05-31
493,001204,C,01,LU,11317.0,144.0,1.0,1979-01-31,1984-08-16
494,001206,C,00X,NR,,,-1.0,1962-01-01,1970-09-29
495,001206,P,01,NR,,,-1.0,1970-09-30,1972-12-13
496,001206,P,01,LC,11325.0,22268.0,1.0,1972-12-14,1973-12-31
497,001207,C,01,LN,11333.0,147.0,-1.0,1972-12-14,1974-08-29
498,001208,C,00X,NU,,,-1.0,1981-01-01,1982-11-04
499,001208,P,01,LU,11341.0,5678.0,1.0,1982-11-05,1991-07-31
500,001209,C,00X,NR,,,-1.0,1949-10-01,1962-01-30
501,001209,P,01,LC,28222.0,20030.0,1.0,1962-01-31,
502,001210,C,00X,NU,,,-1.0,1982-02-01,1982-07-29
503,001210,C,01,NU,,,-1.0,1982-07-30,1984-04-22
504,001210,C,01,LU,11368.0,6977.0,1.0,1984-04-23,
505,001211,C,00X,NR,,,-1.0,1960-01-01,1966-09-05
506,001211,C,00X,LC,43756.0,24706.0,1.0,1966-09-06,1968-12-31
507,001212,C,00X,NU,,,-1.0,1974-01-01,1979-01-30
508,001212,P,01,LU,11376.0,359.0,1.0,1979-01-31,1992-01-31
509,001213,C,00X,NU,,,-1.0,1965-04-01,1968-01-30
510,001213,P,01,NU,,,-1.0,1968-01-31,1971-01-04
511,001213,P,01,NU,,,-1.0,2003-08-16,2003-09-30
512,001213,P,01,LU,51721.0,20031.0,1.0,1971-01-05,2003-08-15
513,001213,C,99X,NU,,,-1.0,2003-10-01,2003-10-31
514,001214,C,00X,NU,,,-1.0,1982-01-01,1983-08-24
515,001214,P,01,LU,67125.0,6325.0,1.0,1983-08-25,1987-04-30
516,001215,C,00X,LU,10102.0,22164.0,1.0,1950-01-01,1962-01-30
517,001215,P,01,LU,10102.0,22164.0,1.0,1962-01-31,1978-04-28
518,001216,C,00X,NR,,,-1.0,1973-04-01,1976-05-13
519,001216,C,00X,NR,,,-1.0,1977-09-22,1981-05-28
520,001216,C,00X,LN,11392.0,51.0,-1.0,1976-05-14,1977-09-21
521,001216,P,01,NR,,,-1.0,1981-05-29,1982-10-29
522,001216,C,99X,NR,,,-1.0,1982-10-30,1988-12-30
523,001217,C,00X,LU,46244.0,161.0,1.0,1973-07-01,1978-06-29
524,001217,C,01,NU,,,-1.0,1980-11-04,1982-12-31
525,001217,C,01,LU,46244.0,161.0,1.0,1978-06-30,1980-11-03
526,001218,C,00X,NU,,,-1.0,1960-01-01,1965-11-29
527,001218,P,01,NU,,,-1.0,1965-11-30,1967-08-02
528,001218,P,01,LU,44775.0,24775.0,1.0,1967-08-03,1976-04-30
529,001219,C,00X,NR,,,-1.0,1963-01-01,1965-01-28
530,001219,P,01,NR,,,-1.0,1965-01-29,1968-12-18
531,001219,P,01,LC,47378.0,24936.0,1.0,1968-12-19,1974-05-31
532,001220,C,00X,NR,,,-1.0,1960-01-01,1962-11-29
533,001220,P,01,NR,,,-1.0,1962-11-30,1965-04-06
534,001220,P,01,LC,41793.0,24562.0,1.0,1965-04-07,1975-07-31
535,001221,C,00X,NR,,,-1.0,1950-01-01,1962-01-30
536,001221,P,01,LU,25662.0,23350.0,1.0,1962-01-31,1982-08-31
537,001222,C,00X,LC,63415.0,25710.0,1.0,1982-01-01,1982-01-28
538,001222,P,01,NR,,,-1.0,1988-04-23,1988-05-31
539,001222,P,01,LC,63415.0,25710.0,1.0,1982-01-29,1988-04-22
540,001226,C,00X,NU,,,-1.0,1981-01-01,1982-03-23
541,001226,P,02,LU,64848.0,5335.0,1.0,1982-03-24,1997-08-29
542,001227,C,00X,NU,,,-1.0,1980-01-01,1984-12-30
543,001227,P,01,NU,,,-1.0,1984-12-31,1985-01-06
544,001227,P,01,LU,67133.0,25779.0,1.0,1985-01-07,1986-05-30
545,001228,C,00X,NR,,,-1.0,1980-06-01,1982-05-13
546,001228,C,02,NR,,,-1.0,1986-01-23,1988-08-22
547,001228,C,02,NR,,,-1.0,1990-02-02,1990-04-22
548,001228,C,02,NR,,,-1.0,2011-07-26,
549,001228,C,02,LC,11456.0,5348.0,1.0,1982-05-14,1986-01-22
550,001228,C,02,LC,11456.0,5348.0,1.0,1988-08-23,1990-02-01
551,001228,C,02,LC,11456.0,5348.0,1.0,1990-04-23,2011-07-25
552,001229,C,00X,NU,,,-1.0,1966-09-01,1972-01-30
553,001229,P,01,NU,,,-1.0,1972-01-31,1972-12-13
554,001229,P,01,LU,11472.0,183.0,1.0,1972-12-14,1978-07-31
555,001230,C,00X,NU,,,-1.0,1960-01-01,1966-01-30
556,001230,P,01,LU,28804.0,20035.0,1.0,1966-01-31,
557,001232,C,00X,NU,,,-1.0,1974-01-01,1974-11-04
558,001232,P,01,LU,11520.0,167.0,1.0,1974-11-05,1979-08-31
559,001233,C,00X,NU,,,-1.0,1980-01-01,1980-05-29
560,001233,C,01,NU,,,-1.0,1987-06-19,1997-07-31
561,001233,C,01,LU,11536.0,285.0,1.0,1980-05-30,1987-06-18
562,001234,C,00X,NU,,,-1.0,1962-01-01,1962-02-27
563,001234,P,01,NU,,,-1.0,1962-02-28,1972-12-13
564,001234,P,01,LU,11587.0,392.0,1.0,1972-12-14,
565,001235,C,00X,NU,,,-1.0,1961-07-01,1962-07-30
566,001235,P,01,NU,,,-1.0,1962-07-31,1969-11-24
567,001235,P,01,LU,49584.0,20036.0,1.0,1969-11-25,1999-12-31
568,001236,C,00X,NU,,,-1.0,1966-01-01,1966-01-30
569,001236,P,01,NU,,,-1.0,1966-01-31,1972-12-13
570,001236,P,01,LU,57998.0,132.0,1.0,1972-12-14,1983-07-29
571,001238,C,00X,NR,,,-1.0,1975-01-01,1982-01-28
572,001238,P,01,NR,,,-1.0,1987-05-29,1995-09-20
573,001238,P,01,LC,82233.0,27934.0,1.0,1995-09-21,2002-04-05
574,001238,C,01C,NR,,,-1.0,1982-01-29,1987-05-28
575,001238,N,01C,NR,,,-1.0,1987-05-29,1995-09-20
576,001238,N,01C,LX,82233.0,27934.0,-1.0,1995-09-21,2002-04-05
577,001238,C,99X,NR,,,-1.0,2002-04-06,2002-05-31
578,001239,C,00X,NR,,,-1.0,1955-12-01,1962-01-30
579,001239,P,01,NR,,,-1.0,1962-01-31,1965-06-10
580,001239,P,01,LC,42083.0,8127.0,1.0,1965-06-11,2011-05-10
581,001239,J,02,LC,69163.0,8127.0,1.0,1986-04-23,2003-11-05
582,001240,C,00X,NR,,,-1.0,1961-04-01,1962-01-30
583,001240,P,01,NU,,,-1.0,1962-01-31,1970-02-09
584,001240,P,01,LU,50032.0,20038.0,1.0,1970-02-10,2006-06-30
585,001241,C,00X,NU,,,-1.0,1980-01-01,1984-07-31
586,001241,P,01,LU,11608.0,7161.0,1.0,1984-08-01,1989-06-30
587,001242,C,00X,NR,,,-1.0,1975-10-01,1979-01-30
588,001242,P,01,NR,,,-1.0,1980-06-28,1980-07-31
589,001242,P,01,LC,11616.0,186.0,1.0,1979-01-31,1980-06-27
590,001242,C,99X,NR,,,-1.0,1980-08-01,1985-09-30
591,001243,C,00X,NR,,,-1.0,1950-01-01,1950-05-30
592,001243,C,00X,LC,24264.0,20039.0,1.0,1950-05-31,1962-01-30
593,001243,P,01,LC,24264.0,20039.0,1.0,1962-01-31,2007-11-14
594,001243,N,01C,LX,24264.0,20039.0,-1.0,1982-01-29,2007-11-14
595,001243,C,99X,NR,,,-1.0,2007-11-15,2007-12-31
596,001244,P,01,NR,,,-1.0,2004-07-31,2004-08-31
597,001244,P,01,LC,11624.0,5686.0,1.0,1983-05-26,2004-07-30
598,001245,C,00X,NR,,,-1.0,1983-10-01,1985-08-14
599,001245,P,02,LC,85244.0,7691.0,1.0,1985-08-15,1989-10-31
600,001245,C,99X,NR,,,-1.0,1989-11-01,1995-09-29
601,001246,C,00X,NU,,,-1.0,1953-10-01,1965-12-30
602,001246,P,01,NU,,,-1.0,1965-12-31,1969-06-15
603,001246,P,01,LU,48514.0,20040.0,1.0,1969-06-16,2008-10-31
604,001247,P,01,NU,,,-1.0,1963-01-31,1972-12-13
605,001247,P,01,LU,56282.0,25506.0,1.0,1972-12-14,1981-03-31
606,001248,C,00X,NU,,,-1.0,1962-05-01,1966-04-28
607,001248,P,01,NU,,,-1.0,1966-04-29,1971-10-03
608,001248,P,01,LU,53321.0,25311.0,1.0,1971-10-04,1978-01-31
609,001249,P,01,LU,11659.0,154.0,1.0,1981-09-08,1985-05-31
610,001249,C,99X,NU,,,-1.0,1985-06-01,1986-03-31
611,001250,C,00X,NR,,,-1.0,1973-04-01,1978-01-30
612,001250,C,01,NR,,,-1.0,1978-01-31,1985-01-06
613,001250,C,01,NR,,,-1.0,1997-01-14,2010-10-29
614,001250,C,01,LC,85252.0,7371.0,1.0,1985-01-07,1997-01-13
615,001251,C,00X,LU,48733.0,174.0,1.0,1974-01-01,1978-01-30
616,001251,P,01,LU,48733.0,174.0,1.0,1978-01-31,1981-02-27
617,001251,C,99X,NU,,,-1.0,1981-02-28,1985-12-31
618,001252,C,00X,NU,,,-1.0,1966-07-01,1968-01-30
619,001252,P,01,NU,,,-1.0,1968-01-31,1972-12-13
620,001252,P,01,LU,11683.0,155.0,1.0,1972-12-14,1975-07-31
621,001253,C,00X,NU,,,-1.0,1968-01-01,1969-04-29
622,001253,P,01,NU,,,-1.0,1969-04-30,1972-12-13
623,001253,P,01,LU,63845.0,4.0,1.0,1972-12-14,1997-02-28
624,001253,C,99X,NU,,,-1.0,1997-03-01,1997-03-31
625,001254,C,00X,NU,,,-1.0,1962-01-01,1962-01-30
626,001254,P,01,NU,,,-1.0,1962-01-31,1972-12-13
627,001254,P,01,LU,11691.0,157.0,1.0,1972-12-14,
628,001255,C,00X,NR,,,-1.0,1980-04-01,1981-11-18
629,001255,P,02,NR,,,-1.0,1996-08-30,1996-09-30
630,001255,P,02,LC,11704.0,5198.0,1.0,1981-11-19,1996-08-29
631,001257,C,00X,NU,,,-1.0,1967-08-01,1968-12-30
632,001257,P,01,NU,,,-1.0,1968-12-31,1969-10-06
633,001257,P,01,LU,49330.0,20041.0,1.0,1969-10-07,
634,001258,C,00X,NR,,,-1.0,1981-06-01,1982-01-28
635,001258,C,01,NR,,,-1.0,1982-01-29,1982-02-16
636,001258,C,01,NR,,,-1.0,1983-10-29,2009-11-05
637,001258,C,01,LC,11712.0,5261.0,1.0,1982-02-17,1982-11-30
638,001258,C,01,LN,11712.0,5261.0,-1.0,1982-12-01,1983-10-28
639,001259,C,00X,LN,11739.0,35.0,-1.0,1983-08-01,1984-01-30
640,001259,C,01,NR,,,-1.0,1986-11-05,1996-12-04
641,001259,C,01,NR,,,-1.0,1999-04-28,2004-09-08
642,001259,C,01,NR,,,-1.0,2009-01-06,2013-06-28
643,001259,C,01,LC,11739.0,35.0,1.0,1984-01-31,1986-11-04
644,001259,C,01,LC,11739.0,35.0,1.0,1996-12-05,1999-04-27
645,001259,C,01,LC,11739.0,35.0,1.0,2004-09-09,2009-01-05
646,001260,C,00X,NU,,,-1.0,1982-08-01,1983-09-19
647,001260,P,01,NU,,,-1.0,1999-01-01,2002-09-30
648,001260,P,01,LU,69171.0,6397.0,1.0,1983-09-20,1998-12-31
649,001261,C,00X,NU,,,-1.0,1974-11-01,1979-09-25
650,001261,P,01,LU,11755.0,165.0,1.0,1979-09-26,1984-04-30
651,001263,C,00X,NU,,,-1.0,1960-01-01,1982-01-28
652,001263,P,01,NR,,,-1.0,2000-12-01,2002-01-31
653,001263,P,01,LC,81765.0,28041.0,1.0,1995-07-14,2000-11-30
654,001263,C,01C,NU,,,-1.0,1982-01-29,1995-07-13
655,001263,N,01C,NU,,,-1.0,2000-12-01,2001-12-31
656,001263,N,01C,LX,81765.0,28041.0,-1.0,1995-07-14,2000-11-30
657,001263,C,04,NR,,,-1.0,2005-08-31,2007-06-29
658,001263,C,04C,NU,,,-1.0,2002-02-28,2005-08-30
659,001263,N,04C,NU,,,-1.0,2005-08-31,2007-06-29
660,001263,C,99X,NR,,,-1.0,2007-06-30,
661,001264,C,00X,LU,11763.0,164.0,1.0,1973-07-01,1979-01-30
662,001264,C,01,NU,,,-1.0,1992-03-12,2003-10-31
663,001264,C,01,LU,11763.0,164.0,1.0,1979-01-31,1992-03-11
664,001266,C,00X,NU,,,-1.0,1961-09-01,1962-03-29
665,001266,P,01,NU,,,-1.0,1962-03-30,1972-12-13
666,001266,P,01,LU,11790.0,153.0,1.0,1972-12-14,
667,001268,C,00X,NU,,,-1.0,1974-09-01,1979-05-30
668,001268,P,01,NU,,,-1.0,1979-05-31,1979-06-17
669,001268,P,01,LU,11798.0,4366.0,1.0,1979-06-18,1981-11-30
670,001269,C,00X,NU,,,-1.0,1984-02-01,1985-09-17
671,001269,P,01,LU,85279.0,7740.0,1.0,1985-09-18,1987-07-31
672,001270,C,00X,LU,28820.0,6.0,1.0,1973-01-01,1978-07-30
673,001270,P,01,LU,28820.0,6.0,1.0,1978-07-31,1982-04-30
674,001271,C,00X,NU,,,-1.0,1983-11-01,1984-03-12
675,001271,C,01,LU,11827.0,6916.0,1.0,1984-03-13,1990-04-30
676,001274,C,00X,LC,17400.0,22775.0,1.0,1974-01-01,1974-01-30
677,001274,P,01,LC,17400.0,22775.0,1.0,1974-01-31,1986-12-23
678,001274,P,01,LC,71271.0,20043.0,1.0,1987-01-30,
679,001275,C,00X,NR,,,-1.0,1981-01-01,1982-01-28
680,001275,P,01,NR,,,-1.0,1985-11-30,1985-12-31
681,001275,P,01,LC,11835.0,163.0,1.0,1982-01-29,1985-01-30
682,001275,P,01,LD,11835.0,163.0,-1.0,1985-01-31,1985-11-29
683,001277,C,00X,NR,,,-1.0,1967-01-01,1967-12-28
684,001277,P,02,NR,,,-1.0,1967-12-29,1972-12-13
685,001277,P,02,LC,11843.0,17.0,1.0,1972-12-14,1988-10-18
686,001277,C,99X,NR,,,-1.0,1988-10-19,1995-06-30
687,001278,C,00X,LC,18817.0,20044.0,1.0,1950-01-01,1962-01-30
688,001278,C,01,NR,,,-1.0,1990-09-29,1992-08-18
689,001278,C,01,NR,,,-1.0,2001-02-06,2002-12-31
690,001278,C,01,LC,18817.0,20044.0,1.0,1962-01-31,1990-09-28
691,001278,C,01,LC,77829.0,29239.0,1.0,1992-08-19,2001-02-05
692,001279,C,00X,LU,10137.0,20045.0,1.0,1951-01-01,1962-01-30
693,001279,P,01,LU,10137.0,20045.0,1.0,1962-01-31,2011-02-28
694,001281,C,00X,NU,,,-1.0,1950-01-01,1964-07-30
695,001281,C,01,NU,,,-1.0,1964-07-31,1967-07-26
696,001281,C,01,LU,44740.0,20046.0,1.0,1967-07-27,2003-07-31
697,001283,C,00X,NR,,,-1.0,1961-01-01,1963-04-29
698,001283,P,01,NU,,,-1.0,1963-04-30,1972-12-13
699,001283,P,01,NU,,,-1.0,2005-05-12,2006-09-29
700,001283,P,01,LU,11851.0,293.0,1.0,1972-12-14,2005-05-11
701,001283,N,02,NU,,,-1.0,2002-02-28,2006-06-30
702,001284,C,00X,NU,,,-1.0,1970-01-01,1970-10-29
703,001284,P,01,NU,,,-1.0,1970-10-30,1972-12-13
704,001284,P,01,LU,59635.0,305.0,1.0,1972-12-14,1980-03-31
705,001285,C,00X,NU,,,-1.0,1960-04-01,1962-01-30
706,001285,C,01,NU,,,-1.0,1962-01-31,1962-07-01
707,001285,C,01,LU,28855.0,23581.0,1.0,1962-07-02,1988-05-31
708,001286,C,00X,NU,,,-1.0,1984-01-01,1984-09-30
709,001286,C,01,NU,,,-1.0,1992-07-01,2007-03-30
710,001286,C,01,LU,85295.0,7242.0,1.0,1984-10-01,1992-06-30
711,001288,C,00X,NU,,,-1.0,1959-10-01,1966-01-30
712,001288,P,01,NU,,,-1.0,1966-01-31,1976-01-19
713,001288,P,01,NU,,,-1.0,1979-03-24,1980-07-31
714,001288,P,01,LU,58747.0,25614.0,1.0,1976-01-20,1979-03-23
715,001289,C,00X,NR,,,-1.0,1959-07-01,1965-01-28
716,001289,P,01,LC,28863.0,23582.0,1.0,1965-01-29,1975-12-31
717,001290,C,00X,LC,11870.0,151.0,1.0,1974-01-01,1974-01-30
718,001290,P,01,LC,11870.0,151.0,1.0,1974-01-31,1988-01-29
719,001291,C,00X,NU,,,-1.0,1960-01-01,1962-01-30
720,001291,P,01,NU,,,-1.0,1962-01-31,1962-07-01
721,001291,P,01,LU,28871.0,23583.0,1.0,1962-07-02,1974-05-31
722,001292,C,00X,NU,,,-1.0,1973-11-01,1978-01-30
723,001292,P,01,LU,11886.0,160.0,1.0,1978-01-31,1982-07-30
724,001292,C,99X,NU,,,-1.0,1982-07-31,1989-07-31
725,001293,C,00X,NU,,,-1.0,1968-09-01,1971-02-25
726,001293,P,01,NU,,,-1.0,1971-02-26,1972-12-13
727,001293,P,01,LU,11894.0,159.0,1.0,1972-12-14,1982-09-30
728,001294,C,00X,NU,,,-1.0,1960-04-01,1962-01-30
729,001294,P,01,NU,,,-1.0,1962-01-31,1968-09-16
730,001294,P,01,LU,46818.0,24904.0,1.0,1968-09-17,1982-09-30
731,001295,C,00X,LU,19860.0,22954.0,1.0,1949-07-01,1962-01-30
732,001295,P,01,NU,,,-1.0,1973-07-07,1974-01-31
733,001295,P,01,LU,19860.0,22954.0,1.0,1962-01-31,1973-07-06
734,001296,C,00X,NU,,,-1.0,1981-04-01,1984-02-14
735,001296,C,01,NU,,,-1.0,1986-09-16,1988-09-30
736,001296,C,01,LU,11915.0,6857.0,1.0,1984-02-15,1986-09-15
737,001297,C,00X,NU,,,-1.0,1950-01-01,1963-03-28
738,001297,C,01,NU,,,-1.0,2000-10-03,
739,001297,C,01,LU,26331.0,20050.0,1.0,1963-03-29,2000-10-02
740,001299,C,00X,LU,11931.0,365.0,1.0,1973-07-01,1976-07-29
741,001299,P,01,NU,,,-1.0,1990-03-16,1990-04-30
742,001299,P,01,LU,11931.0,365.0,1.0,1976-07-30,1990-03-15
743,001300,C,00X,NR,,,-1.0,1950-01-01,1962-01-30
744,001300,P,01,LC,10145.0,22168.0,1.0,1962-01-31,
745,001300,J,04,NR,,,-1.0,2018-10-31,
746,001301,C,00X,LU,17304.0,22766.0,1.0,1950-02-01,1962-01-30
747,001301,P,01,LU,17304.0,22766.0,1.0,1962-01-31,1986-12-30
748,001301,C,99X,NU,,,-1.0,1987-01-01,1993-04-30
749,001302,C,00X,LU,22074.0,21872.0,1.0,1955-07-01,1962-01-30
750,001302,P,01,NR,,,-1.0,1978-11-21,1986-03-19
751,001302,P,01,LU,22074.0,21872.0,1.0,1962-01-31,1978-11-20
752,001302,P,01,LU,22074.0,21872.0,1.0,1986-03-20,1987-07-22
753,001302,C,99X,NR,,,-1.0,1987-07-23,1988-01-29
754,001303,C,00X,NU,,,-1.0,1973-07-01,1977-07-28
755,001303,P,01,LU,74473.0,6015.0,1.0,1977-07-29,1980-07-31
756,001304,C,00X,NU,,,-1.0,1962-01-01,1968-04-29
757,001304,P,01,NU,,,-1.0,1968-04-30,1972-12-13
758,001304,P,01,LU,63423.0,385.0,1.0,1972-12-14,1983-10-31
759,001305,C,00X,NR,,,-1.0,1960-01-01,1962-01-30
760,001305,P,01,NR,,,-1.0,1962-01-31,1971-12-02
761,001305,P,01,LC,53655.0,25330.0,1.0,1971-12-03,1977-12-31
762,001306,C,00X,NU,,,-1.0,1971-01-01,1972-06-29
763,001306,P,01,NU,,,-1.0,1972-06-30,1972-12-13
764,001306,P,01,LU,11950.0,185.0,1.0,1972-12-14,1982-03-31
765,001306,C,99X,NU,,,-1.0,1982-04-01,1987-09-30
766,001308,C,00X,LC,10153.0,22169.0,1.0,1950-01-01,1962-01-30
767,001308,C,02,NR,,,-1.0,1988-12-03,2004-09-12
768,001308,C,02,LC,10153.0,22169.0,1.0,1962-01-31,1988-12-02
769,001308,C,02,LC,90335.0,22169.0,1.0,2004-09-13,2011-02-28
770,001309,C,00X,NU,,,-1.0,1960-04-01,1966-01-30
771,001309,P,01,NU,,,-1.0,1966-01-31,1967-07-19
772,001309,P,01,LU,44724.0,24771.0,1.0,1967-07-20,1971-12-31
773,001311,C,00X,NU,,,-1.0,1981-10-01,1983-04-19
